wallet_address,weighted_score
0x37acfef331e6063c8507c2a69c97b4f78c770a5a,100.0
0x6168bb05ccb4aaded0169602bbb6e3cae12902c5,71.85617442541104
0x42b9df65b219b3dd36ff330a4dd8f327a6ada990,70.81451489592602
0xdf0635793e91d4f8e7426dbd9ed08471186f428d,69.77170431911058
0xa17f75c6d52951699350f308d1220e2dca7b4cda,69.49423858184042
0x4654f56a64301b9b582f843f97332d96ead11ff8,68.12462735817684
0x502cb8985b2c92a8d4bf309cdaa89de9be442708,67.52877738705098
0xa24f2e6dcbd2da9a220958401dab74b365bd34e1,67.0099655801076
0x07326cbe4792e8e3c1f61c66fefee8253eb2db0c,64.98839018606833
0xbed4e3cd89918563a9ce4b04cf5379daf566bd53,63.79395202926108
0xd19604efb40ece1efd6df5de6d3892112b51e99a,63.662079692182836
0x4f5c0754c5f90e722d78964644bd29687b87c584,63.39552510470779
0xe69f609c75f8640fa034166c63929f2875c01343,62.751342342455295
0xd527c56dc2ac6a71f04242548039d07006e9103e,62.55206741010081
0x4fe95c36bb9b3a81f278569525162f91615e77d7,61.83338468085901
0xa7ff0d561cd15ed525e31bbe0af3fe34ac2059f6,61.550972560668704
0x0be0ecc301a1c0175f07a66243cff628c24db852,60.44777073180884
0xe40afc776c18d8925199dcce78d0b06c9222b896,59.444926099163965
0x1954c8cd151de0d0946fcc1e8a97545f711e2380,59.3441872585736
0xb7128fb2180aa8d93c769ee7d261950c9acf002b,58.44201630856936
0xdfb00d9a518d82c9141506bbc6fb1fe5e727f55c,58.2425714495878
0x1fa02e36cb086f2a89adba718c65db7085d16756,57.950018039625405
0xd84e11bee5d555ccd905817cb8cbbd5b6e6c4f0d,57.860714495895316
0xefd0199657b444856e3259ed8e3c39ee43cf51dc,57.65634162925279
0x40941f5619974c639fe13fe977fd92805fc10ec3,57.54369263798523
0x697c62503e0e2767741f55ba8a7d62fd78718444,57.50732438302979
0xb535ac19df533873c2c640df6cd644cfbf8b5d39,57.5044129173263
0x80cbe79db5cba89d98b751d706f76b7980176293,57.45616649203094
0xe7af3cd4251eadb3102b951c929de54d59bef56a,57.28133926498574
0xe2850aeceac7e8d955813100098606bfd1a01fdb,57.12381411110117
0x9df06d2e25378f01a405c93310e289e8d06c9841,57.090663890451346
0x9fd31424cfceab50218906bc1b3d87fe7778ca61,56.944007636770955
0x54f987c0a786031357427211046d9e7ef61f3891,56.92987094636326
0xe670c92e93f88761004f86b28c101cd8b9ca57a9,56.84756464010338
0x9b4e28020b94b28f9f09ede87f588e89c283cffd,56.662575172379135
0xbabe31056c0fe1b704d811b2405f6e9f5ae5e59d,56.615492941962195
0x7d3ff21df6e555c6f2accc0c437f9e31fffdb6c4,56.598485800295606
0x1ee5d92751c7141798b399dffa49e41591bf3caf,56.59796682038084
0x206e3058eb8ddae476ca1e3936259209dc01c2db,56.45491916690647
0x520632e2a0744d5e412d940607057712962678c9,56.2577442865588
0x381a17eb78501498fa183c81648b4165826e1af7,55.769218179472034
0xc5b1928cef3298a5b27a09055bd57149c19edd7e,55.58902398996499
0xd6390178b2002a0758e8b3486fddc1c4bc23ebe1,55.48159195145212
0xec8e446c52f2d4ac9048aff1813c636ac8334fc9,55.26298897755474
0x19360799a15730fac556088793895aa7650ee442,55.25547955840722
0x11e03d11ba8328b345e21a9c6ad442b64ec85e11,55.24338478471258
0xe826cf83f03732ea35eaf4cd9627d57529feca4b,55.23333135862381
0x540467e4d66cea16598240ba82215f459c9b988a,55.04535011296531
0x3eab4037a2e7f4d4d0946c091fe135838221f2b6,54.925515648798736
0x2142efcb2870affc21b4f2ebbe3976f446ce2b90,54.6537638398656
0x3f70d4927adfad26eb7b1574eea7939d347d902b,54.436558842582926
0x8e5d30f161ba3ebb09dc3c1f06515656af34baa1,54.4078416905912
0x0aa05126f46862cb8cc097a4d6f0f47ddfba0a7c,54.21496653701169
0x03e3702d91098350d057ded0a05095f703bba2e7,54.190653134335165
0x30caf91380d5911d417f5dada36f145897bc7f72,54.07884330552907
0x0b9b7a99308064bf1238dff693237429844fa623,53.879562071726205
0x60fc976145dd135c6bbc7df9406a60e8c2123850,53.838413338699596
0x0f3c2476fbf0ed09dff00ea7f4ef252dcc72e6f1,53.5032208455373
0x85c90e7bb1e5e2beca61550308396c342a043cdc,53.332525919698995
0xee37f338220479c8f652e3557f02513bdb11c160,53.329261372939015
0xff19ad332cc5bb32703a3058c6f93ce177cfbb08,53.18983262094176
0x0e0ec712b3912b5601216455a158cf18152cb62a,53.160294257138105
0x0006e4548aed4502ec8c844567840ce6ef1013f5,53.130849438423056
0xc64de5e0f97c21606e1f31426eb5c98ab729c08e,53.11722925713662
0x445c55b9a5338c45eea6f4cc9c1840883729a878,53.03818022825574
0x644239848c7b402d813295893db428aae7cc4cb5,53.025301328768194
0xbc9c92922d98f2896e173b6c197b7fc1674324c9,52.96896896381572
0xfdfd57aebfc9453ffd6d5c34cf8fa57d961a70f6,52.9206414605636
0xc766ca67ed7216bf6f67e449f9789daddcc0e9ee,52.83191116485008
0xa5cd3bc3f3d34b3a716111643e19db88bfa649c7,52.73453930431082
0x45ce9d7bdadb704c68242118e2b8586e491e5c51,52.72772499933265
0x23395e68e4a65b5b9b33e3819f6a3058752a1a2e,52.49037755742042
0x13ef2994550557b3e359d68df43bf68d32f8c5ba,52.45430827932533
0x9dafd2b0627955f9398f65324af581d44958d4d8,52.144188155514584
0x58df55d6ab2db99d440241a607d91898b9ffd046,52.12859741824211
0xdbc9454541a32fc0cc1b76cfc674a76aab6233a9,52.12042089211475
0xd5be50a7a1b37269e7080703d7e2fb77cb7d3079,52.053533824467216
0xb082ddfd74748b763f52f04558e5f814a56de67a,51.97070581574662
0x8878d85f8e7e73645b92e004f4e557488ab32725,51.89088151187858
0xd8cc3c23c9feb635ba1b18fd449188dda3b086c0,51.81932973469764
0x5c10afd2e8c8ae7e282aea60759209f32edfe3d8,51.75286412730114
0x8662f71896d5770e2991a2e6fc1836c5c5ba3a67,51.699695895598374
0x97c21083c8c62a2e3db72ca4cac91b138a07872a,51.52520523497207
0xd2adb7b4df854631fa0f790a93b2fa25fad3f56e,51.35460691601354
0x602dc1d22884e333fca32eb03105773c3b97b22b,51.228077890351756
0xe1447914f234eb30f8725b2f564e60a655e39cc0,51.15672343455623
0x7a1437563a366169ca566e9bcb1f7482bedbff14,51.15061185376928
0xf583f4428382f0ee4d4669619d62c498e29d15b2,50.99750777260474
0x68f5924cafc5896405a6501939b938109707941d,50.997404335817656
0xe34c3fb6f252c676f3697d5b913236ca3510f36d,50.996286631884125
0x14ffae1d2804eaf261586a6378218eb5e7235066,50.65374415926874
0xee68dc68913ee5606608c90d9b5db8ec4b12774c,50.56488455370539
0x505e20c0fb8252ca7ac21d54d5432eccd4f2d076,50.511883233636986
0x10aa95a9a64b4a72af7f26ea92c737d99d0d5da8,50.4357083126132
0x13dc08f5ddbcbfdf6ebc04c909c3052a2aa7a111,50.36725814901628
0x075102800212aef1077cbb021f710397792e22ac,50.25077832114497
0x01b29eb97ec05b81abd72b77035d99dc1b482c1a,50.22062270203802
0x8af82f495137b95e59cbccecc4479f1e07df5f16,50.060698789611045
0xf5bb0094b5b7d0c03e0af35c4b4b287805d71467,50.02336950466446
0x88856d6ce40d223177c0b345ca1f74a089bb672d,50.0226881779269
0xe7f581032d0937b0bd2b9ec6dfe1ecac86326ad4,49.945988479966566
0x1a78e512008b2fac6cea2b8d8e54f1e304f3cd2d,49.93473681982818
0x8242d744f0d94f3a3e11258d727ec093e2b4589a,49.90938177051925
0xecf76e6901832b280502aa051b60536d0368dd39,49.867668663811926
0xc95be28595eb64485dac63ad14f15e41c94ee468,49.82836812675583
0x5029259f5f4125d6517c2082b8b942657af3b509,49.803736495911174
0xa47f3ca11de68f500355dfd12d8c1b0e4f264f96,49.75911033459208
0x95cfaddac52b76da6e858dd0896a46fcdf79e486,49.67168990153472
0xef90422ad2b181465d4c50c79018072e1976618c,49.660445601317576
0xb97f2482f1b2a50ba5a02ea9ab96f1f148f7e904,49.64554046428899
0xa1872b9b494556777d2b3ac5e699cf7fb377bafc,49.56297943592092
0x5632cf9a1b4ac936a3c6d3d66eb75c0344c61c2d,49.55917150210803
0x00fe460a15b49d09f39b057d0f1a7b9444f4f2be,49.53428685656003
0xe42ec162dd9e75bcc8c331a0f5240958c2d3da00,49.4887919224712
0x0b013cca6335dd62353ca60ecec9c39b5227d270,49.43271459409531
